"exp","id","block","item","isold","condition1","rating","RT","excluding"
"JW2019_e1","JW2019_e1_7",6,"'battery.bmp'",0,"Arrythmic",1,12,"Include"
"JW2019_e1","JW2019_e1_7",6,"'dresser3.bmp'",0,"Arrythmic",3,2603,"Include"
"JW2019_e1","JW2019_e1_7",6,"'ceilingfan.bmp'",0,"Arrythmic",2,2216,"Include"
"JW2019_e1","JW2019_e1_7",6,"'belt.bmp'",0,"Arrythmic",1,1113,"Include"
"JW2019_e1","JW2019_e1_7",6,"'submarine.bmp'",0,"Arrythmic",1,1175,"Include"
"JW2019_e1","JW2019_e1_7",6,"'rubberband.bmp'",0,"Arrythmic",1,1771,"Include"
"JW2019_e1","JW2019_e1_7",6,"'spatula2.bmp'",0,"Arrythmic",1,400,"Include"
"JW2019_e1","JW2019_e1_7",6,"'umbrella.bmp'",0,"Arrythmic",3,726,"Include"
"JW2019_e1","JW2019_e1_7",6,"'ladle.bmp'",0,"Arrythmic",2,1676,"Include"
"JW2019_e1","JW2019_e1_7",6,"'alarmclock.bmp'",0,"Arrythmic",1,591,"Include"
"JW2019_e1","JW2019_e1_7",6,"'glasses.bmp'",0,"Arrythmic",1,299,"Include"
"JW2019_e1","JW2019_e1_7",6,"'tortoise.bmp'",0,"Arrythmic",1,2711,"Include"
"JW2019_e1","JW2019_e1_7",6,"'speakers.bmp'",0,"Arrythmic",1,169,"Include"
"JW2019_e1","JW2019_e1_7",6,"'bear.bmp'",0,"Arrythmic",1,186,"Include"
"JW2019_e1","JW2019_e1_7",6,"'pepper.bmp'",0,"Arrythmic",1,715,"Include"
"JW2019_e1","JW2019_e1_7",6,"'dog.bmp'",0,"Arrythmic",1,281,"Include"
"JW2019_e1","JW2019_e1_7",6,"'washing_machine.bmp'",0,"Arrythmic",1,725,"Include"
"JW2019_e1","JW2019_e1_7",6,"'tiger.bmp'",0,"Arrythmic",1,100,"Include"
"JW2019_e1","JW2019_e1_7",6,"'screw2.bmp'",0,"Arrythmic",1,113,"Include"
"JW2019_e1","JW2019_e1_7",6,"'memorystick.bmp'",0,"Arrythmic",1,4075,"Include"
"JW2019_e1","JW2019_e1_7",6,"'shelf.bmp'",0,"Arrythmic",1,282,"Include"
"JW2019_e1","JW2019_e1_7",6,"'desk.bmp'",1,"Arrythmic",6,1729,"Include"
"JW2019_e1","JW2019_e1_7",6,"'bandaid.bmp'",1,"Arrythmic",4,1533,"Include"
"JW2019_e1","JW2019_e1_7",6,"'wolf.bmp'",1,"Arrythmic",6,423,"Include"
"JW2019_e1","JW2019_e1_7",6,"'peppermill.bmp'",1,"Arrythmic",6,78,"Include"
"JW2019_e1","JW2019_e1_7",6,"'sweet.bmp'",1,"Arrythmic",6,100,"Include"
"JW2019_e1","JW2019_e1_7",6,"'woodenspoon.bmp'",1,"Arrythmic",6,188,"Include"
"JW2019_e1","JW2019_e1_7",6,"'key.bmp'",1,"Arrythmic",6,146,"Include"
"JW2019_e1","JW2019_e1_7",6,"'pants.bmp'",1,"Arrythmic",4,6862,"Include"
"JW2019_e1","JW2019_e1_7",6,"'asparagus.bmp'",1,"Arrythmic",6,85,"Include"
"JW2019_e1","JW2019_e1_7",6,"'zebra.bmp'",1,"Arrythmic",6,35,"Include"
"JW2019_e1","JW2019_e1_7",6,"'stapler.bmp'",1,"Arrythmic",6,49,"Include"
"JW2019_e1","JW2019_e1_7",6,"'tractor3.bmp'",1,"Arrythmic",6,98,"Include"
"JW2019_e1","JW2019_e1_7",6,"'cow.bmp'",1,"Arrythmic",6,94,"Include"
"JW2019_e1","JW2019_e1_7",6,"'folder2.bmp'",1,"Arrythmic",6,2428,"Include"
"JW2019_e1","JW2019_e1_7",6,"'broom.bmp'",1,"Arrythmic",6,315,"Include"
"JW2019_e1","JW2019_e1_7",6,"'tie.bmp'",1,"Arrythmic",4,1440,"Include"
"JW2019_e1","JW2019_e1_7",6,"'guitar.bmp'",1,"Arrythmic",4,802,"Include"
"JW2019_e1","JW2019_e1_7",6,"'sofa.bmp'",1,"Arrythmic",4,2202,"Include"
"JW2019_e1","JW2019_e1_7",6,"'lipstick.bmp'",1,"Arrythmic",1,1813,"Include"
"JW2019_e1","JW2019_e1_7",6,"'painttray.bmp'",1,"Arrythmic",3,608,"Include"
"JW2019_e1","JW2019_e1_7",6,"'ruler.bmp'",1,"Arrythmic",1,448,"Include"
"JW2019_e1","JW2019_e1_7",6,"'laptop.bmp'",1,"Arrythmic",2,1062,"Include"
"JW2019_e1","JW2019_e1_7",6,"'watermelon.bmp'",1,"Arrythmic",1,588,"Include"
"JW2019_e1","JW2019_e1_7",6,"'garlic.bmp'",1,"Arrythmic",1,189,"Include"
"JW2019_e1","JW2019_e1_7",6,"'bed.bmp'",1,"Arrythmic",1,525,"Include"
"JW2019_e1","JW2019_e1_7",6,"'torch.bmp'",1,"Arrythmic",3,414,"Include"
"JW2019_e1","JW2019_e1_7",6,"'boot.bmp'",1,"Arrythmic",1,30,"Include"
"JW2019_e1","JW2019_e1_7",6,"'towel.bmp'",1,"Arrythmic",1,40,"Include"
"JW2019_e1","JW2019_e1_7",6,"'bikehelmet.bmp'",1,"Arrythmic",1,371,"Include"
"JW2019_e1","JW2019_e1_7",6,"'walkman.bmp'",1,"Arrythmic",1,190,"Include"
"JW2019_e1","JW2019_e1_7",6,"'trumpet.bmp'",1,"Arrythmic",1,2100,"Include"
"JW2019_e1","JW2019_e1_7",6,"'camera.bmp'",1,"Arrythmic",1,1608,"Include"
"JW2019_e1","JW2019_e1_7",6,"'airplane.bmp'",1,"Arrythmic",1,6825,"Include"
"JW2019_e1","JW2019_e1_7",6,"'accordion.bmp'",1,"Arrythmic",1,1225,"Include"
"JW2019_e1","JW2019_e1_7",6,"'cat.bmp'",1,"Arrythmic",1,135,"Include"
"JW2019_e1","JW2019_e1_7",6,"'bowl.bmp'",1,"Arrythmic",3,982,"Include"
"JW2019_e1","JW2019_e1_7",6,"'drawingpins.bmp'",1,"Arrythmic",1,434,"Include"
"JW2019_e1","JW2019_e1_7",6,"'dustpan.bmp'",1,"Arrythmic",1,2372,"Include"
"JW2019_e1","JW2019_e1_7",6,"'knife.bmp'",1,"Arrythmic",3,4488,"Include"
"JW2019_e1","JW2019_e1_7",6,"'caravan.bmp'",1,"Arrythmic",1,1570,"Include"
"JW2019_e1","JW2019_e1_8",1,"'sausage.bmp'",0,"Arrythmic",5,963,"Include"
"JW2019_e1","JW2019_e1_8",1,"'disk.bmp'",0,"Arrythmic",5,1381,"Include"
"JW2019_e1","JW2019_e1_8",1,"'hedgehog.bmp'",0,"Arrythmic",6,613,"Include"
"JW2019_e1","JW2019_e1_8",1,"'badger.bmp'",0,"Arrythmic",2,2902,"Include"
"JW2019_e1","JW2019_e1_8",1,"'ball.bmp'",0,"Arrythmic",2,4507,"Include"
"JW2019_e1","JW2019_e1_8",1,"'bookcase.bmp'",0,"Arrythmic",1,1379,"Include"
"JW2019_e1","JW2019_e1_8",1,"'plate.bmp'",0,"Arrythmic",1,475,"Include"
"JW2019_e1","JW2019_e1_8",1,"'camera2.bmp'",0,"Arrythmic",1,1006,"Include"
"JW2019_e1","JW2019_e1_8",1,"'car.bmp'",0,"Arrythmic",1,437,"Include"
"JW2019_e1","JW2019_e1_8",1,"'flute2.bmp'",0,"Arrythmic",1,878,"Include"
"JW2019_e1","JW2019_e1_8",1,"'backpack.bmp'",0,"Arrythmic",1,469,"Include"
"JW2019_e1","JW2019_e1_8",1,"'notepad.bmp'",0,"Arrythmic",1,510,"Include"
"JW2019_e1","JW2019_e1_8",1,"'box2.bmp'",0,"Arrythmic",1,117,"Include"
"JW2019_e1","JW2019_e1_8",1,"'balalaika.bmp'",0,"Arrythmic",1,425,"Include"
"JW2019_e1","JW2019_e1_8",1,"'jet.bmp'",0,"Arrythmic",1,347,"Include"
"JW2019_e1","JW2019_e1_8",1,"'tennisball.bmp'",0,"Arrythmic",1,444,"Include"
"JW2019_e1","JW2019_e1_8",1,"'case.bmp'",0,"Arrythmic",1,495,"Include"
"JW2019_e1","JW2019_e1_8",1,"'bandaid2.bmp'",0,"Arrythmic",1,879,"Include"
"JW2019_e1","JW2019_e1_8",1,"'pheasant.bmp'",0,"Arrythmic",1,1126,"Include"
"JW2019_e1","JW2019_e1_8",1,"'ashtray.bmp'",0,"Arrythmic",3,6794,"Include"
"JW2019_e1","JW2019_e1_8",1,"'onion.bmp'",0,"Arrythmic",1,631,"Include"
"JW2019_e1","JW2019_e1_8",1,"'goose.bmp'",0,"Arrythmic",1,752,"Include"
"JW2019_e1","JW2019_e1_8",1,"'lemon.bmp'",0,"Arrythmic",2,1331,"Include"
"JW2019_e1","JW2019_e1_8",1,"'beermug.bmp'",0,"Arrythmic",1,322,"Include"
"JW2019_e1","JW2019_e1_8",1,"'hanger2.bmp'",0,"Arrythmic",1,396,"Include"
"JW2019_e1","JW2019_e1_8",1,"'bolt.bmp'",0,"Arrythmic",2,1886,"Include"
"JW2019_e1","JW2019_e1_8",1,"'cable.bmp'",0,"Arrythmic",1,471,"Include"
"JW2019_e1","JW2019_e1_8",1,"'belt2.bmp'",0,"Arrythmic",1,351,"Include"
"JW2019_e1","JW2019_e1_8",1,"'tambourine.bmp'",0,"Arrythmic",1,345,"Include"
"JW2019_e1","JW2019_e1_8",1,"'headphones.bmp'",0,"Arrythmic",2,2039,"Include"
"JW2019_e1","JW2019_e1_8",1,"'battery2.bmp'",0,"Arrythmic",1,395,"Include"
"JW2019_e1","JW2019_e1_8",1,"'tray.bmp'",0,"Arrythmic",1,679,"Include"
"JW2019_e1","JW2019_e1_8",1,"'coffee_table.bmp'",0,"Arrythmic",1,291,"Include"
"JW2019_e1","JW2019_e1_8",1,"'golfclubs.bmp'",0,"Arrythmic",1,330,"Include"
"JW2019_e1","JW2019_e1_8",1,"'weight.bmp'",0,"Arrythmic",1,388,"Include"
"JW2019_e1","JW2019_e1_8",1,"'button.bmp'",0,"Arrythmic",1,262,"Include"
"JW2019_e1","JW2019_e1_8",1,"'cricketbat.bmp'",0,"Arrythmic",1,766,"Include"
"JW2019_e1","JW2019_e1_8",1,"'garlicpress2.bmp'",0,"Arrythmic",1,871,"Include"
"JW2019_e1","JW2019_e1_8",1,"'lamp2.bmp'",0,"Arrythmic",1,262,"Include"
"JW2019_e1","JW2019_e1_8",1,"'apple2.bmp'",0,"Arrythmic",1,1821,"Include"
"JW2019_e1","JW2019_e1_8",1,"'tennisracket.bmp'",1,"Arrythmic",6,2664,"Include"
"JW2019_e1","JW2019_e1_8",1,"'knife3.bmp'",1,"Arrythmic",6,824,"Include"
"JW2019_e1","JW2019_e1_8",1,"'candle3.bmp'",1,"Arrythmic",6,598,"Include"
"JW2019_e1","JW2019_e1_8",1,"'binder.bmp'",1,"Arrythmic",6,1587,"Include"
"JW2019_e1","JW2019_e1_8",1,"'microwave.bmp'",1,"Arrythmic",6,531,"Include"
"JW2019_e1","JW2019_e1_8",1,"'computer_mouse.bmp'",1,"Arrythmic",6,1021,"Include"
"JW2019_e1","JW2019_e1_8",1,"'grater2.bmp'",1,"Arrythmic",6,413,"Include"
"JW2019_e1","JW2019_e1_8",1,"'cracker.bmp'",1,"Arrythmic",6,3626,"Include"
"JW2019_e1","JW2019_e1_8",1,"'blueberries.bmp'",1,"Arrythmic",6,581,"Include"
"JW2019_e1","JW2019_e1_8",1,"'handfan.bmp'",1,"Arrythmic",6,1519,"Include"
"JW2019_e1","JW2019_e1_8",1,"'trousers.bmp'",1,"Arrythmic",6,680,"Include"
"JW2019_e1","JW2019_e1_8",1,"'stag.bmp'",1,"Arrythmic",5,2515,"Include"
"JW2019_e1","JW2019_e1_8",1,"'bracket.bmp'",1,"Arrythmic",6,699,"Include"
"JW2019_e1","JW2019_e1_8",1,"'boxcutter.bmp'",1,"Arrythmic",6,1098,"Include"
"JW2019_e1","JW2019_e1_8",1,"'wheelbarrow.bmp'",1,"Arrythmic",6,1517,"Include"
"JW2019_e1","JW2019_e1_8",1,"'scarf.bmp'",1,"Arrythmic",6,806,"Include"
"JW2019_e1","JW2019_e1_8",1,"'highlighter2.bmp'",1,"Arrythmic",6,2104,"Include"
"JW2019_e1","JW2019_e1_8",1,"'ferret.bmp'",1,"Arrythmic",6,1158,"Include"
"JW2019_e1","JW2019_e1_8",1,"'organ.bmp'",1,"Arrythmic",6,950,"Include"
"JW2019_e1","JW2019_e1_8",1,"'razor.bmp'",1,"Arrythmic",6,369,"Include"
"JW2019_e1","JW2019_e1_8",1,"'cap2.bmp'",1,"Arrythmic",6,793,"Include"
"JW2019_e1","JW2019_e1_8",1,"'cucumber.bmp'",1,"Arrythmic",5,2688,"Include"
"JW2019_e1","JW2019_e1_8",1,"'garlic2.bmp'",1,"Arrythmic",6,404,"Include"
"JW2019_e1","JW2019_e1_8",1,"'tube.bmp'",1,"Arrythmic",6,394,"Include"
"JW2019_e1","JW2019_e1_8",1,"'bed2.bmp'",1,"Arrythmic",6,400,"Include"
"JW2019_e1","JW2019_e1_8",1,"'harp2.bmp'",1,"Arrythmic",6,1993,"Include"
"JW2019_e1","JW2019_e1_8",1,"'skates.bmp'",1,"Arrythmic",6,407,"Include"
"JW2019_e1","JW2019_e1_8",1,"'lizard2.bmp'",1,"Arrythmic",6,576,"Include"
"JW2019_e1","JW2019_e1_8",1,"'leaf.bmp'",1,"Arrythmic",6,149,"Include"
"JW2019_e1","JW2019_e1_8",1,"'cat2.bmp'",1,"Arrythmic",5,2910,"Include"
"JW2019_e1","JW2019_e1_8",1,"'coins.bmp'",1,"Arrythmic",6,195,"Include"
"JW2019_e1","JW2019_e1_8",1,"'candle2.bmp'",1,"Arrythmic",6,83,"Include"
"JW2019_e1","JW2019_e1_8",1,"'whisk.bmp'",1,"Arrythmic",6,180,"Include"
"JW2019_e1","JW2019_e1_8",1,"'cassette.bmp'",1,"Arrythmic",5,971,"Include"
"JW2019_e1","JW2019_e1_8",1,"'flask.bmp'",1,"Arrythmic",5,422,"Include"
"JW2019_e1","JW2019_e1_8",1,"'handrake.bmp'",1,"Arrythmic",2,1686,"Include"
"JW2019_e1","JW2019_e1_8",1,"'fryingpan.bmp'",1,"Arrythmic",2,3891,"Include"
"JW2019_e1","JW2019_e1_8",1,"'booty.bmp'",1,"Arrythmic",2,1414,"Include"
"JW2019_e1","JW2019_e1_8",1,"'corkscrew.bmp'",1,"Arrythmic",2,1157,"Include"
"JW2019_e1","JW2019_e1_8",1,"'book2.bmp'",1,"Arrythmic",2,895,"Include"
"JW2019_e1","JW2019_e1_8",2,"'butterknife.bmp'",0,"Rhythmic",6,1560,"Include"
"JW2019_e1","JW2019_e1_8",2,"'hat2.bmp'",0,"Rhythmic",1,1418,"Include"
"JW2019_e1","JW2019_e1_8",2,"'flashlight.bmp'",0,"Rhythmic",1,680,"Include"
"JW2019_e1","JW2019_e1_8",2,"'corkscrew2.bmp'",0,"Rhythmic",1,995,"Include"
"JW2019_e1","JW2019_e1_8",2,"'laundrybasket.bmp'",0,"Rhythmic",1,274,"Include"
"JW2019_e1","JW2019_e1_8",2,"'dog3.bmp'",0,"Rhythmic",1,858,"Include"
"JW2019_e1","JW2019_e1_8",2,"'grapes.bmp'",0,"Rhythmic",1,161,"Include"
"JW2019_e1","JW2019_e1_8",2,"'oven.bmp'",0,"Rhythmic",1,97,"Include"
"JW2019_e1","JW2019_e1_8",2,"'deodorant.bmp'",0,"Rhythmic",1,464,"Include"
"JW2019_e1","JW2019_e1_8",2,"'clock3.bmp'",0,"Rhythmic",1,99,"Include"
"JW2019_e1","JW2019_e1_8",2,"'keyboard.bmp'",0,"Rhythmic",1,272,"Include"
"JW2019_e1","JW2019_e1_8",2,"'lizard.bmp'",0,"Rhythmic",2,1991,"Include"
"JW2019_e1","JW2019_e1_8",2,"'bracelet.bmp'",0,"Rhythmic",1,665,"Include"
"JW2019_e1","JW2019_e1_8",2,"'suit.bmp'",0,"Rhythmic",1,132,"Include"
"JW2019_e1","JW2019_e1_8",2,"'bolt2.bmp'",0,"Rhythmic",2,1919,"Include"
"JW2019_e1","JW2019_e1_8",2,"'drum.bmp'",0,"Rhythmic",1,394,"Include"
"JW2019_e1","JW2019_e1_8",2,"'holepunch.bmp'",0,"Rhythmic",1,993,"Include"
"JW2019_e1","JW2019_e1_8",2,"'gluestick.bmp'",0,"Rhythmic",1,89,"Include"
"JW2019_e1","JW2019_e1_8",2,"'cameracase.bmp'",0,"Rhythmic",1,379,"Include"
"JW2019_e1","JW2019_e1_8",2,"'cake.bmp'",0,"Rhythmic",1,274,"Include"
"JW2019_e1","JW2019_e1_8",2,"'bow.bmp'",0,"Rhythmic",1,142,"Include"
"JW2019_e1","JW2019_e1_8",2,"'pram.bmp'",0,"Rhythmic",1,28,"Include"
"JW2019_e1","JW2019_e1_8",2,"'bulb.bmp'",0,"Rhythmic",1,177,"Include"
"JW2019_e1","JW2019_e1_8",2,"'floss.bmp'",0,"Rhythmic",1,515,"Include"
"JW2019_e1","JW2019_e1_8",2,"'pan.bmp'",0,"Rhythmic",1,503,"Include"
"JW2019_e1","JW2019_e1_8",2,"'hamster.bmp'",0,"Rhythmic",2,3348,"Include"
"JW2019_e1","JW2019_e1_8",2,"'basketball.bmp'",0,"Rhythmic",1,106,"Include"
"JW2019_e1","JW2019_e1_8",2,"'schoolbus.bmp'",0,"Rhythmic",1,183,"Include"
"JW2019_e1","JW2019_e1_8",2,"'feather.bmp'",0,"Rhythmic",1,155,"Include"
"JW2019_e1","JW2019_e1_8",2,"'brush2.bmp'",0,"Rhythmic",1,503,"Include"
"JW2019_e1","JW2019_e1_8",2,"'bench2.bmp'",0,"Rhythmic",1,13,"Include"
"JW2019_e1","JW2019_e1_8",2,"'candle4.bmp'",0,"Rhythmic",1,410,"Include"
"JW2019_e1","JW2019_e1_8",2,"'hammer.bmp'",0,"Rhythmic",1,281,"Include"
"JW2019_e1","JW2019_e1_8",2,"'taxi.bmp'",0,"Rhythmic",1,165,"Include"
"JW2019_e1","JW2019_e1_8",2,"'mushroom.bmp'",0,"Rhythmic",1,448,"Include"
"JW2019_e1","JW2019_e1_8",2,"'folder3.bmp'",0,"Rhythmic",1,467,"Include"
"JW2019_e1","JW2019_e1_8",2,"'holder.bmp'",0,"Rhythmic",1,976,"Include"
"JW2019_e1","JW2019_e1_8",2,"'choc.bmp'",0,"Rhythmic",1,187,"Include"
"JW2019_e1","JW2019_e1_8",2,"'bird.bmp'",0,"Rhythmic",1,443,"Include"
"JW2019_e1","JW2019_e1_8",2,"'stapler2.bmp'",0,"Rhythmic",1,211,"Include"
"JW2019_e1","JW2019_e1_8",2,"'twix.bmp'",1,"Rhythmic",6,2080,"Include"
"JW2019_e1","JW2019_e1_8",2,"'dog2.bmp'",1,"Rhythmic",6,305,"Include"
"JW2019_e1","JW2019_e1_8",2,"'cup3.bmp'",1,"Rhythmic",6,724,"Include"
"JW2019_e1","JW2019_e1_8",2,"'kettle.bmp'",1,"Rhythmic",6,318,"Include"
"JW2019_e1","JW2019_e1_8",2,"'chesspiece.bmp'",1,"Rhythmic",6,69,"Include"
"JW2019_e1","JW2019_e1_8",2,"'binoculars2.bmp'",1,"Rhythmic",6,310,"Include"
"JW2019_e1","JW2019_e1_8",2,"'battery3.bmp'",1,"Rhythmic",6,7,"Include"
"JW2019_e1","JW2019_e1_8",2,"'underware.bmp'",1,"Rhythmic",6,211,"Include"
"JW2019_e1","JW2019_e1_8",2,"'biscuit.bmp'",1,"Rhythmic",6,267,"Include"
"JW2019_e1","JW2019_e1_8",2,"'earrings.bmp'",1,"Rhythmic",6,72,"Include"
"JW2019_e1","JW2019_e1_8",2,"'handbroom.bmp'",1,"Rhythmic",6,28,"Include"
"JW2019_e1","JW2019_e1_8",2,"'photocopier.bmp'",1,"Rhythmic",6,241,"Include"
"JW2019_e1","JW2019_e1_8",2,"'guitar2.bmp'",1,"Rhythmic",6,160,"Include"
"JW2019_e1","JW2019_e1_8",2,"'gerbil.bmp'",1,"Rhythmic",6,417,"Include"
"JW2019_e1","JW2019_e1_8",2,"'shuttlecock.bmp'",1,"Rhythmic",6,50,"Include"
"JW2019_e1","JW2019_e1_8",2,"'balloon2.bmp'",1,"Rhythmic",6,113,"Include"
"JW2019_e1","JW2019_e1_8",2,"'eggplant.bmp'",1,"Rhythmic",6,358,"Include"
"JW2019_e1","JW2019_e1_8",2,"'drum3.bmp'",1,"Rhythmic",6,20,"Include"
"JW2019_e1","JW2019_e1_8",2,"'cellotape.bmp'",1,"Rhythmic",6,4,"Include"
"JW2019_e1","JW2019_e1_8",2,"'cable2.bmp'",1,"Rhythmic",6,68,"Include"
"JW2019_e1","JW2019_e1_8",2,"'divider.bmp'",1,"Rhythmic",6,52,"Include"
"JW2019_e1","JW2019_e1_8",2,"'sander.bmp'",1,"Rhythmic",6,319,"Include"
"JW2019_e1","JW2019_e1_8",2,"'tractor2.bmp'",1,"Rhythmic",6,80,"Include"
"JW2019_e1","JW2019_e1_8",2,"'case3.bmp'",1,"Rhythmic",6,519,"Include"
"JW2019_e1","JW2019_e1_8",2,"'drill.bmp'",1,"Rhythmic",6,174,"Include"
"JW2019_e1","JW2019_e1_8",2,"'llama.bmp'",1,"Rhythmic",6,532,"Include"
"JW2019_e1","JW2019_e1_8",2,"'scissors.bmp'",1,"Rhythmic",4,4254,"Include"
"JW2019_e1","JW2019_e1_8",2,"'drillbit.bmp'",1,"Rhythmic",6,56,"Include"
"JW2019_e1","JW2019_e1_8",2,"'belt3.bmp'",1,"Rhythmic",6,15,"Include"
"JW2019_e1","JW2019_e1_8",2,"'orange.bmp'",1,"Rhythmic",6,1006,"Include"
"JW2019_e1","JW2019_e1_8",2,"'cabinet.bmp'",1,"Rhythmic",6,86,"Include"
"JW2019_e1","JW2019_e1_8",2,"'book3.bmp'",1,"Rhythmic",6,825,"Include"
"JW2019_e1","JW2019_e1_8",2,"'canoe.bmp'",1,"Rhythmic",6,129,"Include"
"JW2019_e1","JW2019_e1_8",2,"'golfclub.bmp'",1,"Rhythmic",6,134,"Include"
"JW2019_e1","JW2019_e1_8",2,"'raspberry.bmp'",1,"Rhythmic",6,152,"Include"
"JW2019_e1","JW2019_e1_8",2,"'clothespin.bmp'",1,"Rhythmic",6,34,"Include"
"JW2019_e1","JW2019_e1_8",2,"'parrot.bmp'",1,"Rhythmic",6,634,"Include"
"JW2019_e1","JW2019_e1_8",2,"'coffeepot2.bmp'",1,"Rhythmic",6,39,"Include"
"JW2019_e1","JW2019_e1_8",2,"'sponge.bmp'",1,"Rhythmic",6,5,"Include"
"JW2019_e1","JW2019_e1_8",2,"'glass.bmp'",1,"Rhythmic",2,3975,"Include"
"JW2019_e1","JW2019_e1_8",3,"'book.bmp'",0,"Arrythmic",2,2607,"Include"
"JW2019_e1","JW2019_e1_8",3,"'thread.bmp'",0,"Arrythmic",1,495,"Include"
"JW2019_e1","JW2019_e1_8",3,"'rabbit.bmp'",0,"Arrythmic",1,774,"Include"
"JW2019_e1","JW2019_e1_8",3,"'coffeepot.bmp'",0,"Arrythmic",2,1597,"Include"
"JW2019_e1","JW2019_e1_8",3,"'lollipop.bmp'",0,"Arrythmic",1,1267,"Include"
"JW2019_e1","JW2019_e1_8",3,"'pliers.bmp'",0,"Arrythmic",2,2109,"Include"
"JW2019_e1","JW2019_e1_8",3,"'rolling_pin.bmp'",0,"Arrythmic",1,559,"Include"
"JW2019_e1","JW2019_e1_8",3,"'dresser.bmp'",0,"Arrythmic",1,810,"Include"
"JW2019_e1","JW2019_e1_8",3,"'screw.bmp'",0,"Arrythmic",2,3259,"Include"
"JW2019_e1","JW2019_e1_8",3,"'tractor.bmp'",0,"Arrythmic",2,3937,"Include"
"JW2019_e1","JW2019_e1_8",3,"'shorts2.bmp'",0,"Arrythmic",2,328,"Include"
"JW2019_e1","JW2019_e1_8",3,"'tv.bmp'",0,"Arrythmic",1,358,"Include"
"JW2019_e1","JW2019_e1_8",3,"'blackberry.bmp'",0,"Arrythmic",2,1393,"Include"
"JW2019_e1","JW2019_e1_8",3,"'sock2.bmp'",0,"Arrythmic",1,483,"Include"
"JW2019_e1","JW2019_e1_8",3,"'branch.bmp'",0,"Arrythmic",1,476,"Include"
"JW2019_e1","JW2019_e1_8",3,"'soap.bmp'",0,"Arrythmic",1,340,"Include"
"JW2019_e1","JW2019_e1_8",3,"'wateringcan.bmp'",0,"Arrythmic",1,427,"Include"
"JW2019_e1","JW2019_e1_8",3,"'CD.bmp'",0,"Arrythmic",1,283,"Include"
"JW2019_e1","JW2019_e1_8",3,"'cardboardbox.bmp'",0,"Arrythmic",1,143,"Include"
"JW2019_e1","JW2019_e1_8",3,"'heel.bmp'",0,"Arrythmic",1,180,"Include"
"JW2019_e1","JW2019_e1_8",3,"'icecream.bmp'",0,"Arrythmic",1,294,"Include"
"JW2019_e1","JW2019_e1_8",3,"'drawers.bmp'",0,"Arrythmic",1,330,"Include"
"JW2019_e1","JW2019_e1_8",3,"'elephant.bmp'",0,"Arrythmic",1,403,"Include"
"JW2019_e1","JW2019_e1_8",3,"'grater.bmp'",0,"Arrythmic",1,624,"Include"
"JW2019_e1","JW2019_e1_8",3,"'soapdispenser.bmp'",0,"Arrythmic",1,276,"Include"
"JW2019_e1","JW2019_e1_8",3,"'foodprocessor.bmp'",0,"Arrythmic",1,372,"Include"
"JW2019_e1","JW2019_e1_8",3,"'hairclipper.bmp'",0,"Arrythmic",1,309,"Include"
"JW2019_e1","JW2019_e1_8",3,"'radio.bmp'",0,"Arrythmic",1,97,"Include"
"JW2019_e1","JW2019_e1_8",3,"'xylophone.bmp'",0,"Arrythmic",1,260,"Include"
"JW2019_e1","JW2019_e1_8",3,"'stickynotes.bmp'",0,"Arrythmic",1,802,"Include"
"JW2019_e1","JW2019_e1_8",3,"'pig.bmp'",0,"Arrythmic",1,216,"Include"
"JW2019_e1","JW2019_e1_8",3,"'eagle.bmp'",0,"Arrythmic",1,897,"Include"
"JW2019_e1","JW2019_e1_8",3,"'hat.bmp'",0,"Arrythmic",1,184,"Include"
"JW2019_e1","JW2019_e1_8",3,"'highlighter.bmp'",0,"Arrythmic",1,276,"Include"
"JW2019_e1","JW2019_e1_8",3,"'snowpeas.bmp'",0,"Arrythmic",1,492,"Include"
"JW2019_e1","JW2019_e1_8",3,"'drum2.bmp'",0,"Arrythmic",1,186,"Include"
"JW2019_e1","JW2019_e1_8",3,"'banjo.bmp'",0,"Arrythmic",1,126,"Include"
"JW2019_e1","JW2019_e1_8",3,"'coconut.bmp'",0,"Arrythmic",2,2032,"Include"
"JW2019_e1","JW2019_e1_8",3,"'stool2.bmp'",0,"Arrythmic",1,80,"Include"
"JW2019_e1","JW2019_e1_8",3,"'sport_car.bmp'",0,"Arrythmic",1,737,"Include"
"JW2019_e1","JW2019_e1_8",3,"'radish.bmp'",1,"Arrythmic",6,623,"Include"
"JW2019_e1","JW2019_e1_8",3,"'shirt.bmp'",1,"Arrythmic",6,350,"Include"
"JW2019_e1","JW2019_e1_8",3,"'panda.bmp'",1,"Arrythmic",6,424,"Include"
"JW2019_e1","JW2019_e1_8",3,"'calculator2.bmp'",1,"Arrythmic",6,259,"Include"
"JW2019_e1","JW2019_e1_8",3,"'nappy.bmp'",1,"Arrythmic",6,132,"Include"
"JW2019_e1","JW2019_e1_8",3,"'flute.bmp'",1,"Arrythmic",5,2552,"Include"
"JW2019_e1","JW2019_e1_8",3,"'iron.bmp'",1,"Arrythmic",6,110,"Include"
"JW2019_e1","JW2019_e1_8",3,"'dresser2.bmp'",1,"Arrythmic",6,450,"Include"
"JW2019_e1","JW2019_e1_8",3,"'helicopter.bmp'",1,"Arrythmic",6,8,"Include"
"JW2019_e1","JW2019_e1_8",3,"'garlicpress.bmp'",1,"Arrythmic",6,116,"Include"
